20131231,1
20140102,1
20140103,1
20140106,1
20140107,1
20140108,1
20140109,1
20140110,1
20140113,1
20140114,1
20140115,1
20140116,1
20140117,1
20140120,1
20140121,1
20140122,1
20140123,1
20140124,1
20140127,1
20140128,1
20140129,1
20140130,1
20140207,1
20140210,1
20140211,1
20140212,1
20140213,1
20140214,1
20140217,1
20140218,1
20140219,1
20140220,1
20140221,1
20140224,1
20140225,1
20140226,1
20140227,1
20140228,1
20140303,1
20140304,1
20140305,1
20140306,1
20140307,1
20140310,1
20140311,1
20140312,1
20140313,1
20140314,1
20140317,1
20140318,1
20140319,1
20140320,1
20140321,1
20140324,1
20140325,1
20140326,1
20140327,1
20140328,1
20140331,1
20140401,1
20140402,1
20140403,1
20140404,1
20140408,1
20140409,1
20140410,1
20140411,1
20140414,1
20140415,1
20140416,1
20140417,1
20140418,1
20140421,1
20140422,1
20140423,1
20140424,1
20140425,1
20140428,1
20140429,1
20140430,1
20140505,1
20140506,1
20140507,1
20140508,1
20140509,1
20140512,1
20140513,1
20140514,1
20140515,1
20140516,1
20140519,1
20140520,1
20140521,1
20140522,1
20140523,1
20140526,1
20140527,1
20140528,1
20140529,1
20140530,1
20140603,1
20140604,1
20140605,1
20140606,1
20140609,1
20140610,1
20140611,1
20140612,1
20140613,1
20140616,1
20140617,1
20140618,1
20140619,1
20140620,1
20140623,1
20140624,1
20140625,1
20140626,1
20140627,1
20140630,1
20140701,1
20140702,1
20140703,1
20140704,1
20140707,1
20140708,1
20140709,1
20140710,1
20140711,1
20140714,1
20140715,1
20140716,1
20140717,1
20140718,1
20140721,1
20140722,1
20140723,1
20140724,1
20140725,1
20140728,1
20140729,1
20140730,1
20140731,1
20140801,1
20140804,1
20140805,1
20140806,1
20140807,1
20140808,1
20140811,1
20140812,1
20140813,1
20140814,1
20140815,1
20140818,1
20140819,1
20140820,1
20140821,1
20140822,1
20140825,1
20140826,1
20140827,1
20140828,1
20140829,1
20140901,1
20140902,1
20140903,1
20140904,1
20140905,1
20140909,1
20140910,1
20140911,1
20140912,1
20140915,1
20140916,1
20140917,1
20140918,1
20140919,1
20140922,1
20140923,1
20140924,1
20140925,1
20140926,1
20140929,1
20140930,1
20141008,1
20141009,1
20141010,1
20141013,1
20141014,1
20141015,1
20141016,1
20141017,1
20141020,1
20141021,1
20141022,1
20141023,1
20141024,1
20141027,1
20141028,1
20141029,1
20141030,1
20141031,1
20141103,1
20141104,1
20141105,1
20141106,1
20141107,1
20141110,1
20141111,1
20141112,1
20141113,1
20141114,1
20141117,1
20141118,1
20141119,1
20141120,1
20141121,1
20141124,1
20141125,1
20141126,1
20141127,1
20141128,1
20141201,1
20141202,1
20141203,1
20141204,1
20141205,1
20141208,1
20141209,1
20141210,1
20141211,1
20141212,1
20141215,1
20141216,1
20141217,1
20141218,1
20141219,1
20141222,1
20141223,1
20141224,1
20141225,1
20141226,1
20141229,1
20141230,1
20141231,1
20150105,1
20150106,1
20150107,1
20150108,1
20150109,1
20150112,1
20150113,1
20150114,1
20150115,1
20150116,1
20150119,1
20150120,1
20150121,1
20150122,1
20150123,1
20150126,1
20150127,1
20150128,1
20150129,1
20150130,1
20150202,1
20150203,1
20150204,1
20150205,1
20150206,1
20150209,1
20150210,1
20150211,1
20150212,1
20150213,1
20150216,1
20150217,1
20150225,1
20150226,1
20150227,1
20150302,1
20150303,1
20150304,1
20150305,1
20150306,1
20150309,1
20150310,1
20150311,1
20150312,1
20150313,1
20150316,1
20150317,1
20150318,1
20150319,1
20150320,1
20150323,1
20150324,1
20150325,1
20150326,1
20150327,1
20150330,1
20150331,1
20150401,1
20150402,1
20150403,1
20150407,1
20150408,1
20150409,1
20150410,1
20150413,1
20150414,1
20150415,1
20150416,1
20150417,1
20150420,1
20150421,1
20150422,1
20150423,1
20150424,1
20150427,1
20150428,1
20150429,1
20150430,1
20150504,1
20150505,1
20150506,1
20150507,1
20150508,1
20150511,1
20150512,1
20150513,1
20150514,1
20150515,1
20150518,1
20150519,1
20150520,1
20150521,1
20150522,1
20150525,1
20150526,1
20150527,1
20150528,1
20150529,1
20150601,1
20150602,1
20150603,1
20150604,1
20150605,1
20150608,1
20150609,1
20150610,1
20150611,1
20150612,1
20150615,1
20150616,1
20150617,1
20150618,1
20150619,1
20150623,1
20150624,1
20150625,1
20150626,1
20150629,1
20150630,1
20150701,1
20150702,1
20150703,1
20150706,1
20150707,1
20150708,1
20150709,1
20150710,1
20150713,1
20150714,1
20150715,1
20150716,1
20150717,1
20150720,1
20150721,1
20150722,1
20150723,1
20150724,1
